FID,Site_ID,Site_Name,Gov_Level,State,Prot_Lvl,Mgmt_Agen,Mgmt_Plan,Pri_Con_Fo,Cons_Focus,Fish_Rstr,Prot_Focus,Permanence,Constancy,Estab_Yr,Anchor,Vessel,IUCN_MPA,IUCNcat,Category,Marine,URL,WDPA_Cd,ProSeasID,Design,AreaKm,AreaMar,MarPercent,AreaNT,Longitude,Latitude,VxCount,SHAPE_Leng,Shape__Area,Shape__Length
475,FL862,Georges Valentine Underwater Archaeological Preserve,State,FL,Uniform Multiple Use,"Florida Department of State, Division of Historical Resources, Bureau of Archaeological Research",Community Agreement,Natural Heritage,Cultural Heritage,No Site Restrictions,Focal Resource,Permanent,Year-round,2006,Restricted,Unrestricted,1,IV,IUCN MPA,Mixed,http://www.museumsinthesea.com/georges/index.htm,555586826,FL862,Underwater Archaeological Preserve,0.782121,0.695534046,89,0,-80.16383334,27.19883338,159,0.030490993,992558.4043,3559.339011
476,MNM3,Cabrillo National Monument,Federal,CA,Zoned w/No Take Areas,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1913,Unrestricted,Unrestricted,1,V,IUCN MPA,Mixed,https://www.nps.gov/cabr/index.htm,13013,MNM3,National Monument,0.647535,0.052928944,8,0.023688344,-117.2415986,32.67225021,460,0.04976494,916420.2695,6086.740835
477,MNM4,Fort Sumter National Monument,Federal,SC,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1948,Unrestricted,Restricted,1,V,IUCN MPA,Mixed,http://www.nps.gov/fosu/index.htm,555586827,MNM4,National Monument,0.939898,0.587630983,63,0,-79.87068672,32.75359427,77,0.082045917,1332679.682,9818.550227
478,MNM5,Virgin Islands Coral Reef National Monument,Federal,US-VI,Zoned Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2001,Prohibited,Restricted,1,V,IUCN MPA,Marine,https://www.nps.gov/vicr/index.htm,555586828,MNM5,National Monument,51.4852,51.29853225,100,0,-64.70542406,18.29012553,2654,0.678257926,57418968.23,77356.16881
479,NPS1,Acadia National Park,Federal,ME,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1916, , ,1,V,IUCN MPA,Interface,http://www.nps.gov/acad/index.htm,2353,NPS1,National Park,156.979,1.754932519,1,0,-68.30452227,44.3507318,2685,3.548921247,306629572.6,465282.9222
480,NPS11,Cape Lookout National Seashore,Federal,NC,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1966,Unrestricted,Restricted,1,V,IUCN MPA,Mixed,https://www.nps.gov/calo/index.htm,1075,NPS11,National Seashore,113.087,56.93930433,50,0,-76.3435309,34.82636374,2728,1.859396058,168217681.6,226560.8413
481,NPS12,Channel Islands National Park,Federal,CA,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1938,Restricted,Restricted,1,V,IUCN MPA,Mixed,https://www.nps.gov/chis/index.htm,1033,NPS12,National Park,994.252,487.2369592,49,0,-119.911141,34.01655127,3743,2.885512805,1449811792,340840.3822
482,NPS13,Cumberland Island National Seashore,Federal,GA,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1972,Unrestricted,Restricted,1,V,IUCN MPA,Mixed,http://www.nps.gov/cuis/index.htm,1073,NPS13,National Seashore,147.43,42.94815914,29,0,-81.45254464,30.85851165,620,0.674720517,200704353,84023.89741
483,NPS15,Everglades National Park,Federal,FL,Zoned w/No Take Areas,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial Fishing Prohibited and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1934,Unrestricted,Restricted,1,V,IUCN MPA,Mixed,https://www.nps.gov/ever/index.htm,971,NPS15,National Park,6226.73,2271.760885,36,0,-80.88182401,25.37216762,170,4.350593597,7659800895,509812.2247
484,NPS16,Fire Island National Seashore,Federal,NY,Zoned Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1964,Unrestricted,Restricted,1,V,IUCN MPA,Mixed,https://www.nps.gov/fiis/index.htm,1076,NPS16,National Seashore,79.5534,57.61032746,72,0,-73.00023018,40.69664213,737,1.188409358,138536438.4,139997.9555
485,NPS17,Gateway National Recreation Area,Federal,NY,Zoned Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1972,Unrestricted,Prohibited,1,V,IUCN MPA,Mixed,https://www.nps.gov/gate/index.htm,3005,NPS17,National Recreation Area,109.189,67.43778896,62,0,-73.90823761,40.57218294,409,1.147659055,189442650,145432.6936
486,NPS19,Golden Gate National Recreation Area,Federal,CA,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1972, , ,1,V,IUCN MPA,Mixed,https://www.nps.gov/goga/index.htm,4513,NPS19,National Recreation Area,317.331,40.15481042,13,0,-122.5562456,37.86264192,49901,4.475776597,509049580.8,559213.9406
487,NPS2,Apostle Islands National Lakeshore,Federal,WI,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1970,Unrestricted,Restricted,1,V,IUCN MPA,Mixed,https://www.nps.gov/apis/index.htm,555586829,NPS2,National Lakeshore,278.213,109.8315257,39,0,-90.6605204,46.96227407,7070,3.653748775,597042289,482294.4256
488,NPS20,Gulf Islands National Seashore,Federal,"FL, MS",Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1971,Unrestricted,Restricted,1,V,IUCN MPA,Mixed,https://www.nps.gov/guis/index.htm,1064,NPS20,National Seashore,527.758,448.0277102,85,0,-87.75122474,30.37306335,3999,3.864294396,710305187.5,440556.1641
489,NPS22,Isle Royale National Park,Federal,MI,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1931,Restricted,Restricted,1,V,IUCN MPA,Mixed,https://www.nps.gov/isro/index.htm,977,NPS22,National Park,2224.62,1652.519785,74,0,-88.82842252,48.01095485,369,2.798864718,4967363092,345471.7695
490,NPS23,Kalaupapa National Historical Park,Partnership,HI,Zoned w/No Take Areas,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1980,Unrestricted,Restricted,1,V,IUCN MPA,Mixed,https://www.nps.gov/KALA/index.htm,28616,NPS23,National Historical Park,43.0764,7.731879288,18,0,-156.9511578,21.17310584,1866,0.472850242,49785909.81,54468.0888
491,NPS24,Kaloko-Honokohau National Historical Park,Federal,HI,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1978,Unrestricted,Unrestricted,1,V,IUCN MPA,Mixed,https://www.nps.gov/kaho/index.htm,999912,NPS24,National Historical Park,5.17134,2.478885045,48,0,-156.0306932,19.68083191,394,0.106779143,5863235.438,12288.25853
492,NPS26,National Park of American Samoa,Federal,ASM,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Conditional,Year-round,1988,Unrestricted,Unrestricted,1,V,IUCN MPA,Mixed,https://www.nps.gov/npsa,0,NPS26,National Park,43.1565,10.87646961,25,0,-169.8994282,-14.23972728,592,0.652027201,46211026.05,73602.92755
493,NPS27,Olympic National Park,Federal,WA,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1909, , ,1,V,IUCN MPA,Interface,https://www.nps.gov/olym/index.htm,11111518,NPS27,National Park,3699.6,11.19785715,0,0,-123.6650047,47.80212513,2769,7.833382329,8194827620,1044205.119
494,NPS28,Padre Island National Seashore,Federal,TX,Zoned w/No Take Areas,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial Fishing Prohibited and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1962,Unrestricted,Unrestricted,1,V,IUCN MPA,Mixed,https://www.nps.gov/pais/index.htm,1065,NPS28,National Seashore,530.792,295.6031857,56,0,-97.35902045,26.70366538,303,2.149010702,671888605.8,264961.5286
495,NPS29,Pictured Rocks National Lakeshore,Federal,MI,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1966,Unrestricted,Restricted,1,V,IUCN MPA,Mixed,https://www.nps.gov/piro/index.htm,1067,NPS29,National Lakeshore,298.16,22.99146427,8,0,-86.31647236,46.56423847,692,1.832849979,630520713.2,234567.8149
496,NPS3,Assateague Island National Seashore,Federal,"VA, MD",Zoned Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1965,Unrestricted,Restricted,1,V,IUCN MPA,Mixed,http://www.nps.gov/asis/index.htm,1072,NPS3,National Seashore,197.223,124.2011207,63,0,-75.24538361,38.05560226,373,1.266409696,318617515.8,165664.7529
497,NPS30,Point Reyes National Seashore,Federal,CA,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1962,Restricted,Restricted,1,V,IUCN MPA,Mixed,https://www.nps.gov/pore/index.htm,1068,NPS30,National Seashore,290.828,51.87375844,18,0,-122.8797269,38.05500664,10387,1.645874143,469817672.3,206245.4585
498,NPS31,Redwood National Park,Partnership,CA,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1968, , ,1,V,IUCN MPA,Interface,https://www.nps.gov/redw/index.htm,994,NPS31,National Park,467.979,25.13585514,5,0,-124.0316551,41.37133097,3214,2.85999351,831717675.6,379000.4577
499,NPS32,Salt River Bay National Historic Park and Ecological Preserve,Federal,US-VI,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1992,Unrestricted,Restricted,1,V,IUCN MPA,Mixed,https://www.nps.gov/sari/index.htm,301922,NPS32,National Historic Park and Ecological Preserve,4.15122,2.485979639,60,0,-64.75519358,17.77908536,507,0.135146907,4603164.838,15506.94105
500,NPS35,Sleeping Bear Dunes National Lakeshore,Federal,MI,Zoned Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1970,Unrestricted,Restricted,1,V,IUCN MPA,Mixed,https://www.nps.gov/slbe/index.htm,1066,NPS35,National Lakeshore,284.185,46.74913694,16,0,-86.02712481,45.11160542,4159,2.713281816,566965796.6,351474.388
501,NPS36,Timucuan Ecological & Historic Preserve,Partnership,FL,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1988,Unrestricted,Restricted,1,V,IUCN MPA,Mixed,https://www.nps.gov/timu/index.htm,6666274,NPS36,National Ecological & Historic Preserve,184.921,48.39427681,26,0,-81.49947431,30.43108984,3358,2.054420011,249758877.3,244733.5821
502,NPS38,Virgin Islands National Park,Federal,US-VI,Zoned w/No Take Areas,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1956,Restricted,Restricted,1,V,IUCN MPA,Mixed,http://www.nps.gov/viis/index.htm,342,NPS38,National Park,59.7418,24.07492467,40,0,-64.74489045,18.34272331,1369,0.587943417,66667301.16,66793.55983
503,NPS39,War in the Pacific National Historical Park,Federal,US-GU,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1978,Restricted,Restricted,1,V,IUCN MPA,Mixed,http://www.nps.gov/wapa/index.htm,555584771,NPS39,National Historical Park,7.72227,2.595007146,34,0,144.6908872,13.39045671,338,0.350998853,8212218.461,39630.55877
504,NPS43,Puukohola Heiau National Historic Site,Federal,HI,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1972, , ,1,V,IUCN MPA,Mixed,https://www.nps.gov/puhe/index.htm,999914,NPS43,National Historic Site,0.348448,0.009880499,3,0,-155.8211629,20.02772183,103,0.026196546,396784.5195,3016.886365
505,NPS5,Biscayne National Park,Federal,FL,Zoned Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1968,Restricted,Restricted,1,V,IUCN MPA,Marine,https://www.nps.gov/bisc/planyourvisit/fishing-and-lobstering.htm,1024,NPS5,National Park,703.486,673.8421485,96,0,-80.210247,25.49049476,1026,1.215383643,867063348.5,143915.1213
506,NPS50,San Juan Island National Historical Park,Federal,WA,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1966,Unrestricted,Unrestricted,1,V,IUCN MPA,Mixed,https://www.nps.gov/sajh/index.htm,22637,NPS50,National Historical Park,6.97471,0.563643318,8,0,-123.0477064,48.46190888,438,0.235626182,15871960.05,30154.92402
507,NPS8,Canaveral National Seashore,Federal,FL,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1975,Unrestricted,Restricted,1,V,IUCN MPA,Mixed,https://www.nps.gov/CANA/index.htm,1069,NPS8,National Seashore,236.578,154.0080438,65,0,-80.75415109,28.78627487,357,0.93599575,309112749.8,112604.0109
508,NPS9,Cape Cod National Seashore,Federal,MA,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1961,Unrestricted,Restricted,1,V,IUCN MPA,Mixed,https://www.nps.gov/caco,1070,NPS9,National Seashore,164.081,56.75011791,35,0,-70.04514246,41.95905398,1712,1.854609137,296717323.2,245333.019
509,NER28,Lake Superior National Estuarine Research Reserve,Partnership,WI,Zoned Multiple Use,University of Wisconsin Cooperative Extension & National Oceanic and Atmospheric Administration,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,2010,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,https://lakesuperiorreserve.org/,555586830,NER28,National Estuarine Research Reserve,67.5762,8.123552711,12,0,-92.1675538,46.66379728,6458,1.094433209,143426514.4,142216.8593
510,FL2000,Biscayne Bay-Card Sound Spiny Lobster Sanctuary,State,FL,Uniform Multiple Use,Florida Fish and Wildlife Conservation Commission,Non-MPA Programmatic Fisheries Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Focal Resource,Permanent,Year-round,1984, , ,1,IV,IUCN MPA,Marine,https://www.nps.gov/bisc/planyourvisit/biscayne-bay-card-sound-lobster-sanctuary.htm,0,FL2000,Sanctuary,507.773,502.8541033,99,0,-80.25769998,25.49948659,13516,2.354494603,625935789.8,276662.0029
511,NPS53,Fort Pulaski National Monument,Federal,GA,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1924,Restricted,Restricted,1,V,IUCN MPA,Mixed,https://www.nps.gov/fopu,555586831,NPS53,National Monument,21.9202,2.147303716,10,0,-80.9336108,32.03082034,2120,0.481014372,30589676.94,56871.59513
512,NPS54,Ebey's Landing National Historical Reserve,Federal,WA,Zoned Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,"Natural Heritage, Cultural Heritage and Sustainable Production",Commercial Fishing Restricted,Ecosystem,Permanent,Year-round,1978,Unrestricted,Unrestricted,1,V,IUCN MPA,Mixed,https://www.nps.gov/ebla/index.htm,555586991,NPS54,National Historical Reserve,72.2718,17.16566196,24,0,-122.6890088,48.21349288,110,0.469949349,162643103.9,64594.05196
513,WA503,Maury Island Aquatic Reserve,State,WA,Uniform Multiple Use,Washington Department of Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Focal Resource,Permanent,Year-round,2000,Unrestricted,Unrestricted,1,IV,IUCN MPA,Marine,https://www.dnr.wa.gov/managed-lands/aquatic-reserves/maury-island-aquatic-reserve,312071,WA503,Aquatic Reserve,22.5421,22.51071504,100,0,-122.448393,47.36155881,1964,0.656021869,49110531.53,86820.86904
514,WA504,Cherry Point Aquatic Reserve,State,WA,Uniform Multiple Use,Washington Department of Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Focal Resource,Permanent,Year-round,2000,Unrestricted,Unrestricted,1,IV,IUCN MPA,Marine,https://www.dnr.wa.gov/managed-lands/aquatic-reserves/cherry-point-aquatic-reserve,312072,WA504,Aquatic Reserve,12.1486,12.0307555,99,0,-122.7547052,48.85927659,857,0.487986351,28041795.64,63488.47955
515,WA545,Smith and Minor Island Aquatic Reserve,State,WA,Uniform Multiple Use,Washington Department of Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,2010,Unrestricted,Unrestricted,1,IV,IUCN MPA,Marine,https://www.dnr.wa.gov/managed-lands/aquatic-reserves/smith-and-minor-islands-aquatic-reserve,555586832,WA545,Aquatic Reserve,147.863,147.6492182,100,0,-122.8173007,48.27564624,1428,0.840497795,333559039.9,106882.0091
516,WA546,Protection Island Aquatic Reserve,State,WA,Uniform Multiple Use,Washington Department of Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,2010,Unrestricted,Unrestricted,1,IV,IUCN MPA,Marine,https://www.dnr.wa.gov/managed-lands/aquatic-reserves/protection-island-aquatic-reserve,555586833,WA546,Aquatic Reserve,97.165,96.44060759,99,0,-122.9364742,48.14085283,514,0.667753742,218054082.3,87162.05086
517,WA547,Nisqually Reach Aquatic Reserve,State,WA,Uniform Multiple Use,Washington Department of Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,2011,Unrestricted,Unrestricted,1,IV,IUCN MPA,Marine,https://www.dnr.wa.gov/managed-lands/aquatic-reserves/nisqually-reach-aquatic-reserve,555586834,WA547,Aquatic Reserve,59.6375,59.56367171,100,0,-122.6903916,47.16138797,1456,0.849152291,128888082.8,114349.4611
518,WA94,Cypress Island Aquatic Reserve,State,WA,Uniform Multiple Use,Washington Department of Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,2000,Unrestricted,Unrestricted,1,IV,IUCN MPA,Marine,https://www.dnr.wa.gov/managed-lands/aquatic-reserves/cypress-island-aquatic-reserve,312866,WA94,Aquatic Reserve,24.519,24.44641784,100,0,-122.7051438,48.54932168,3112,0.674740269,55959103.03,91981.24936
519,WA95,Fidalgo Bay Aquatic Reserve,State,WA,Uniform Multiple Use,Washington Department of Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,2000,Unrestricted,Unrestricted,1,IV,IUCN MPA,Marine,https://www.dnr.wa.gov/managed-lands/aquatic-reserves/fidalgo-bay-aquatic-reserve,312867,WA95,Aquatic Reserve,3.21814,3.097235903,96,0,-122.5815094,48.47744282,139,0.145005261,7317138,19506.78916
520,SC20,Cooper River Heritage Dive Trail,State,SC,Uniform Multiple Use,South Carolina Institute of Archaeology and Anthropology,MPA Programmatic Management Plan,Natural Heritage,Cultural Heritage,No Site Restrictions,Focal Resource,Permanent,Year-round,1998,Prohibited,Restricted,1,IV,IUCN MPA,Mixed,http://artsandsciences.sc.edu/sciaa/mrd/cooperriverheritagetrail,555586992,SC20,Heritage Dive Trail,0.2004,0.153508992,77,0,-79.94442404,33.09129385,388,0.052175949,286317.0625,6259.956489
521,SC21,Ashley River Heritage Canoe Trail,State,SC,Uniform Multiple Use,South Carolina Institute of Archaeology and Anthropology,MPA Programmatic Management Plan,Natural Heritage,Cultural Heritage,No Site Restrictions,Focal Resource,Permanent,Year-round,1996, , ,1,IV,IUCN MPA,Mixed,http://artsandsciences.sc.edu/sciaa/mrd/ashleyriverheritagetrail,555586993,SC21,Heritage Canoe Trail,0.0895853,0.021148259,24,0,-80.15397167,32.91713337,375,0.040084138,127512.9375,4887.37203
522,VI31,St. Thomas East End Reserves,Territorial,US-VI,Zoned w/No Take Areas,Virgin Islands Department Of Planning and Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2011,Restricted,Restricted,1,IV,IUCN MPA,Marine,https://www.reefconnect.org/marine-protected-areas/st-thomas-east-end-reserves/,555586835,VI31,Marine Reserve,9.29366,8.836399822,95,0.025248034,-64.84778378,18.31055364,1524,0.370464055,10367186.59,42102.89356
523,NPS18,Glacier Bay National Park & Preserve,Federal,AK,Uniform Multiple Use,National Park Service,Non-MPA Programmatic Habitat Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1925,Unrestricted,Restricted,1,V,IUCN MPA,Mixed,http://www.nps.gov/glba/index.htm,1010,NPS18,National Park & Preserve,13288.9,2429.081078,18,0,-136.8382141,58.79747156,6871,10.32555932,49364247522,1456469.198
524,NPS21,Indiana Dunes National Lakeshore,Federal,IN,Zoned Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1966,Unrestricted,Restricted,1,V,IUCN MPA,Interface,https://www.nps.gov/indu/index.htm,1077,NPS21,National Lakeshore,64.3833,3.157872967,5,0,-87.09688432,41.63721449,3825,2.168618913,115359197.7,262943.2201
525,NPS34,Sitka National Historical Park,Federal,AK,Zoned Multiple Use,National Park Service,Non-MPA Programmatic Habitat Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1910,Restricted,Restricted,1,V,IUCN MPA,Mixed,http://www.nps.gov/sitk/index.htm,555587006,NPS34,National Historical Park,0.470614,0.259477043,55,0,-135.3156884,57.04717837,85,0.049100497,1586218.766,6972.321426
526,NPS51,Bering Land Bridge National Park and Preserve,Federal,AK,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,"Natural Heritage, Cultural Heritage and Sustainable Production",Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1980,Unrestricted,Unrestricted,1,V,IUCN MPA,Interface,https://www.nps.gov/bela/index.htm,22484,NPS51,National Park and Preserve,11270.9,368.7224574,3,0,-164.4038658,65.95462829,15007,15.80770234,67597409555,2294625.399
527,NPS52,Cape Krusenstern National Monument,Federal,AK,Uniform Multiple Use,National Park Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1980,Unrestricted,Unrestricted,1,V,IUCN MPA,Interface,https://www.nps.gov/cakr/index.htm,1017,NPS52,National Monument,2628.33,5.035331589,0,0,-163.5019913,67.41187762,16771,6.245475573,17732605422,997284.5996
528,OR43,Redfish Rocks Marine Protected Area,State,OR,Uniform Multiple Use,Oregon Department of Fish and Wildlife,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2010,Unrestricted,Unrestricted,1,IV,IUCN MPA,Marine,https://www.dfw.state.or.us/MRP/docs/marinereserves/redfishrules.pdf,555587022,OR43,Marine Protected Area,13.2285,13.22855024,100,0,-124.5147296,42.69046473,5,0.165418596,24498769.76,20630.25212
529,NER1,Apalachicola National Estuarine Research Reserve,Partnership,FL,Uniform Multiple Use,Florida Department of Environmental Protection & National Oceanic and Atmospheric Administration,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1979,Unrestricted,Restricted,1,IV,IUCN MPA,Mixed,http://apalachicolareserve.com/,13091,NER1,National Estuarine Research Reserve,953.743,456.5251441,48,0,-84.99549923,29.80005583,22761,4.290402236,1270898881,509857.7677
530,NER13,Kachemak Bay National Estuarine Research Reserve,Partnership,AK,Uniform Multiple Use,Alaska Department of Fish and Game & National Oceanic and Atmospheric Administration,Non-MPA Programmatic Habitat Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1999,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,https://www.nerra.org/project/kachemak-bay-national-estuarine-research-reserve/,307099,NER13,National Estuarine Research Reserve,1502.04,898.5418171,60,0,-151.401268,59.56442807,7912,4.807150958,5834391427,720793.2511
531,NER16,North Inlet-Winyah Bay National Estuarine Research Reserve,Partnership,SC,Uniform Multiple Use,University of South Carolina Baruch Marine Field Laboratory & National Oceanic and Atmospheric Administration,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1992, , ,1,IV,IUCN MPA,Mixed,http://www.northinlet.sc.edu/index.html,372457,NER16,National Estuarine Research Reserve,76.5593,32.61933142,43,0,-79.2015439,33.29969312,3928,0.682561311,109886031.3,84426.60923
